Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response,Rating_InternetMovieDatabase,Error,Rating_RottenTomatoes,Rating_Metacritic,Season,Episode,seriesID,totalSeasons
Trial by Fire,1995,N/A,01 Oct 1995,90 min,"Drama, Thriller",Alan Metzger,Richard Lawton,"Keith Carradine, Gail O'Grady, Michael Bowen",Paulette Gil is a very engaged teacher. When she realizes that her pupil Kip has problems she takes special care for him. But Kip interprets it in the wrong way and tells his mates that he had an affair with Paulette. Then he comm...,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMTI2MzIwMjk4OF5BMl5BanBnXkFtZTcwNDc2NDU4MQ@@._V1_SX300.jpg,N/A,6.1,316,tt0114723,movie,N/A,N/A,N/A,N/A,True,6.1/10,,,,,,,
Walking on Water,2002,Not Rated,26 Sep 2002,90 min,Drama,Tony Ayres,Roger Monk,"Vince Colosimo, Maria Theodorakis, Nathaniel Dean","After the death of a friend, a household of long time friends and family are tossed into the myopic world of grief, where jealousy, betrayal and desire override more polite reactions to death.",English,Australia,10 wins & 14 nominations,https://m.media-amazon.com/images/M/MV5BMTM1MTQ3OTA2OV5BMl5BanBnXkFtZTcwNDk3NDUyMQ@@._V1_SX300.jpg,N/A,6.4,491,tt0284631,movie,N/A,N/A,N/A,N/A,True,6.4/10,,83%,,,,,
Trial by Fire,1999,N/A,N/A,101 min,"Crime, Drama, Mystery",Patrick Lau,"Frances Fyfield, T.R. Bowen","Jane Gurnett, Selina Griffiths, Kevin Knapman",A prosecutor and her police officer boyfriend clash over a gruesome murder case.,English,United Kingdom,N/A,https://m.media-amazon.com/images/M/MV5BYmQ2NmFlMmUtOGQ5Ny00OTE0LWI3YjItN2UzYjE2MzU2NzgzXkEyXkFqcGc@._V1_SX300.jpg,N/A,6.6,92,tt0245518,movie,N/A,N/A,N/A,N/A,True,6.6/10,,,,,,,
Trial by Fire,2008,R,27 Sep 2008,88 min,"Action, Drama",John Terlesky,Jeff Stephenson,"Brooke Burns, Rick Ravanello, Winston Rekert","Kristin Scott is wrongfully blamed for the death of her father just prior to his retirement as a Captain with the fire department. Along with being the only female firefighter on her squad, this puts her at odds with the other mem...",English,Canada,N/A,https://m.media-amazon.com/images/M/MV5BNTUyMDU3NzcxMl5BMl5BanBnXkFtZTcwODM4MDk0Mg@@._V1_SX300.jpg,N/A,5.0,465,tt1068282,movie,03 Feb 2009,N/A,Insight Film Studios,N/A,True,5.0/10,,,,,,,
Trial by Fire,2018,R,17 May 2019,127 min,"Biography, Drama",Edward Zwick,"Geoffrey Fletcher, David Grann","Jack O'Connell, Laura Dern, Emily Meade","The tragic and controversial story of Cameron Todd Willingham, who was sentenced to death in Texas for killing his three children even after scientific evidence and expert testimony bolstered his claims of innocence.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BNDZiODFjYTUtNDY1OS00ZjMxLTkzN2MtNzA5NWIwYWJlYTg5XkEyXkFqcGc@._V1_SX300.jpg,51,7.1,"14,827",tt3263946,movie,N/A,"$148,504",N/A,N/A,True,7.1/10,,63%,51/100,,,,
The Sun Is Also a Star,2019,PG-13,17 May 2019,100 min,"Drama, Music, Romance",Ry Russo-Young,"Tracy Oliver, Nicola Yoon","Yara Shahidi, Anais Lee, Charles Melton",A hopeless romantic ambivalent about his future in medical school falls for a hard-luck young woman who doesn't believe in love.,"English, Korean",United States,2 nominations total,https://m.media-amazon.com/images/M/MV5BOTRiNTlhYzctOGY1Zi00NWQwLWIzYjItOTY4M2RhOGQ4NzY2XkEyXkFqcGc@._V1_SX300.jpg,52,5.9,"8,703",tt6423362,movie,N/A,"$4,950,029",N/A,N/A,True,5.9/10,,52%,52/100,,,,
,,,,,,,,,,,,,,,,,,,,,,,False,,Incorrect IMDb ID.,,,,,,
Zilla and Zoe,2017,Not Rated,17 May 2019,104 min,Comedy,Jessica Scalise,N/A,"Greg James, Aida Valentine, Sam Kamerman","To win the contest of her dreams, Zoe will have to turn her sister's wedding into a horror film.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BOTI0YTQ5ZjktODBmZS00MjNmLThjMGMtMzVhOTFkN2RmZGJhXkEyXkFqcGdeQXVyMTQ2OTU2OTQ@._V1_SX300.jpg,N/A,4.8,165,tt4817466,movie,N/A,"$39,003",N/A,N/A,True,4.8/10,,,,,,,
The Souvenir,2019,R,07 Jun 2019,120 min,"Drama, Romance",Joanna Hogg,Joanna Hogg,"Tom Burke, Tilda Swinton, Frankie Wilson",A young film student in the early '80s becomes romantically involved with a complicated and untrustworthy man.,English,"United Kingdom, United States",7 wins & 38 nominations total,https://m.media-amazon.com/images/M/MV5BMTk2NjY3NDYzN15BMl5BanBnXkFtZTgwOTUxNzg0NzM@._V1_SX300.jpg,92,6.4,"15,283",tt6920356,movie,N/A,"$1,036,737",N/A,N/A,True,6.4/10,,90%,92/100,,,,
Slaughterhouse Rulez,2018,R,17 May 2019,104 min,"Action, Comedy, Fantasy",Crispian Mills,"Crispian Mills, Henry Fitzherbert, Luke Passmore","Jassa Ahluwalia, Asa Butterfield, Jamie Blackley","An illustrious British boarding school becomes a bloody battleground when a mysterious sinkhole appears at a nearby fracking site, unleashing unspeakable horror.",English,United Kingdom,N/A,https://m.media-amazon.com/images/M/MV5BMjExMjU1NjUwN15BMl5BanBnXkFtZTgwOTAzOTgwNjM@._V1_SX300.jpg,39,5.3,"16,845",tt6905696,movie,N/A,"$4,665",N/A,N/A,True,5.3/10,,38%,39/100,,,,
Poms,2019,PG-13,10 May 2019,90 min,"Comedy, Drama, Sport",Zara Hayes,"Zara Hayes, Shane Atkinson","Diane Keaton, Jacki Weaver, Celia Weston","POMS is a comedy about a group of women who form a cheerleading squad at their retirement community, proving that you're never too old to 'bring it!'",English,"United Kingdom, United States",2 nominations,https://m.media-amazon.com/images/M/MV5BMDQ1ZWFmODktN2M3Zi00YzY4LTgxYTUtYzgwMmYzZWI2ZTA0XkEyXkFqcGc@._V1_SX300.jpg,36,6.1,"7,880",tt5125894,movie,N/A,"$13,631,124",N/A,N/A,True,6.1/10,,36%,36/100,,,,
Charlie Says,2018,R,17 May 2019,110 min,"Biography, Crime, Drama",Mary Harron,"Guinevere Turner, Ed Sanders","Hannah Murray, Matt Smith, Sosie Bacon",The tragic tale of an all-American girl who was transformed into a cold-blooded killer in the summer of 1969.,English,United States,1 nomination total,https://m.media-amazon.com/images/M/MV5BMTU4Njg0NzM1OF5BMl5BanBnXkFtZTgwNjMxOTE4NzM@._V1_SX300.jpg,57,5.9,"5,803",tt1759744,movie,N/A,"$40,685",N/A,N/A,True,5.9/10,,59%,57/100,,,,
The Biggest Little Farm,2018,PG,10 May 2019,91 min,"Documentary, Family",John Chester,"Mark Monroe, John Chester","John Chester, Molly Chester, Todd",Documentarian John Chester and his wife Molly work to develop a sustainable farm on 200 acres outside of Los Angeles.,"English, Spanish",United States,15 wins & 27 nominations total,https://m.media-amazon.com/images/M/MV5BMjQ1MjM0OTE2Ml5BMl5BanBnXkFtZTgwMzgwMDY4NzM@._V1_SX300.jpg,73,8.0,"9,623",tt8969332,movie,N/A,"$4,366,949",N/A,N/A,True,8.0/10,,91%,73/100,,,,
The Intruder,1962,PG-13,17 Jan 1963,84 min,Drama,Roger Corman,Charles Beaumont,"William Shatner, Frank Maxwell, Beverly Lunsford","A charismatic ""social reformer"" rallies the white populace of a Southern town to oppose school integration, but he soon finds himself in a situation that he cannot control.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BOWU5NGNkNTEtNTBiNi00YjZjLThmYmMtMWVlN2NmYWU3OTMzXkEyXkFqcGdeQXVyNjc5NjEzNA@@._V1_SX300.jpg,N/A,7.6,"4,167",tt0055019,movie,N/A,N/A,N/A,N/A,True,7.6/10,,80%,,,,,
The Intruder,1975,Not Rated,N/A,87 min,Horror,Chris Robinson,Chris Robinson,"Chris Robinson, Mickey Rooney, Yvonne De Carlo","The lust for gold and the reading of a will brings eleven visitors to a remote island retreat, but an unseen, seemingly unstoppable evil follows to stalk them one by one. The bodies don't stop dropping until the final shattering c...",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMDkzODVkNzQtZDY2NC00ODAzLWIzYTktMDIxNjQ0MmFjZDkwXkEyXkFqcGdeQXVyMjQ0ODE4OTU@._V1_SX300.jpg,N/A,4.5,190,tt6299592,movie,N/A,N/A,N/A,N/A,True,4.5/10,,,,,,,
El Chicano,2018,R,03 May 2019,108 min,"Action, Crime, Drama",Ben Hernandez Bray,"Ben Hernandez Bray, Joe Carnahan","Logan Arevalo, Julian Bray, Adolfo Alvarez",A pair of twin brothers from East L.A. choose to live their lives differently and end up on opposite sides of the law.,English,"United States, Canada",2 wins & 2 nominations total,https://m.media-amazon.com/images/M/MV5BOTMwMWQyMTgtYzZiZi00MGQ2LWE0ZjItNjY5MmM5OGI2MmRhXkEyXkFqcGc@._V1_SX300.jpg,46,5.4,"1,695",tt7374952,movie,N/A,"$1,400,603",N/A,N/A,True,5.4/10,,40%,46/100,,,,
UglyDolls,2019,PG,03 May 2019,87 min,"Animation, Adventure, Comedy",Kelly Asbury,"Alison Peck, Robert Rodriguez, David Horvath","Kelly Clarkson, Nick Jonas, Janelle Monáe","An animated adventure in which the free-spirited UglyDolls confront what it means to be different, struggle with a desire to be loved, and ultimately discover who you truly are is what matters most.",English,"China, Lithuania, United States, United Kingdom, Canada",1 win & 1 nomination total,https://m.media-amazon.com/images/M/MV5BMTc0NjE2ODM2OV5BMl5BanBnXkFtZTgwMjQyNDUzNzM@._V1_SX300.jpg,39,5.1,"8,324",tt1946502,movie,N/A,"$20,150,241",N/A,N/A,True,5.1/10,,30%,39/100,,,,
The Intruder,1981,N/A,16 Sep 1981,91 min,"Drama, Fantasy, Horror",David F. Eustace,Norman A. Fox,"Pita Oliver, Gerard Jordan, James B. Douglas","An entertainer arrives to put on a show in a small town. It turns out that he has mystical powers that give each person a glowing aura, and forces them to tell the truth. Complications ensue.",English,Canada,N/A,https://m.media-amazon.com/images/M/MV5BMmQ3ZTUwNTQtYjAyNS00NGJkLWFiZTMtY2E5YjY1YzJhZjg2L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMzU0NzkwMDg@._V1_SX300.jpg,N/A,4.5,37,tt0151070,movie,N/A,N/A,N/A,N/A,True,4.5/10,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,False,,Incorrect IMDb ID.,,,,,,
The Intruder,1999,Unrated,19 Nov 1999,94 min,"Drama, Mystery, Romance",David Bailey,"Jamie Brown, Brooke Leimas, Paul Mayersberg","Charlotte Gainsbourg, Charles Edwin Powell, Nastassja Kinski","Catherine meets, marries and moves in with widower Nick. Strange things start happening to her in his apartment. Is she just imagining it or. . .",English,"United Kingdom, Canada",N/A,https://m.media-amazon.com/images/M/MV5BMzU4NmViZjktZGIxNC00MmNjLTkyMzUtZTA2YmVjMDMzYjRjXkEyXkFqcGc@._V1_SX300.jpg,N/A,4.8,900,tt0187995,movie,N/A,N/A,N/A,N/A,True,4.8/10,,50%,,,,,
The Intruder,1933,Passed,13 Mar 1933,66 min,"Crime, Drama, Mystery",Albert Ray,Frances Hyland,"Lila Lee, Monte Blue, Gwen Lee","A murder is committed aboard a cruise ship just before it sinks in a storm. The survivors, including the killer, land on a mysterious jungle island.","English, French",United States,N/A,https://m.media-amazon.com/images/M/MV5BZTlhM2M2MWQtNjk5Ni00NTdhLTlmOWEtMzY1MGZhYzRlNzUxXkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_SX300.jpg,N/A,4.6,137,tt0023064,movie,N/A,N/A,N/A,N/A,True,4.6/10,,,,,,,
The Intruder,1953,N/A,13 Jan 1954,84 min,"Drama, War",Guy Hamilton,"Robin Maugham, John Hunter, Anthony Squire","Michael Ripper, Jack Hawkins, Hugh Williams",Ex regimental commander Colonel Merton catches one of his former NCOs burgling his house and investigates to find the reason behind this desperate act.,English,United Kingdom,N/A,https://m.media-amazon.com/images/M/MV5BN2JhYzcyYzgtNDE0OS00YjI5LWJiMjQtNmQ0ZjkxZjUxMDBlXkEyXkFqcGdeQXVyNDQ3NDM5OQ@@._V1_SX300.jpg,N/A,6.7,450,tt0048211,movie,N/A,N/A,N/A,N/A,True,6.7/10,,,,,,,
Meeting Gorbachev,2018,Not Rated,03 May 2019,90 min,"Documentary, Biography, History","Werner Herzog, André Singer",Werner Herzog,"Mikhail Gorbachev, Werner Herzog, André Singer","The life of Mikhail Gorbachev, the eighth and final President of the Soviet Union in chronological order.","English, Russian, German, Polish","United Kingdom, Germany, United States",2 wins & 3 nominations total,https://m.media-amazon.com/images/M/MV5BMDRhZTkxOTgtMDExMy00YjBjLTkzNjgtMGIzYmYxOTI1YmQ3XkEyXkFqcGc@._V1_SX300.jpg,72,7.2,"2,900",tt8811382,movie,N/A,"$251,837",N/A,N/A,True,7.2/10,,86%,72/100,,,,
The Intruder,2017,Not Rated,17 Aug 2017,34 min,"Short, Mystery, Thriller","Jack Brame, Zeb Lunz","Jack Brame, Zeb Lunz","Jack Brame, Zeb Lunz, Alexx Brame",A young man begins to feel that the security of his apartment is being invaded.,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMzM0ZmYxNTUtYzQxMS00ZTEzLTg3MTAtZDcxYjQ1OTRkZGE2XkEyXkFqcGc@._V1_SX300.jpg,N/A,8.1,15,tt7217530,movie,N/A,N/A,N/A,N/A,True,8.1/10,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,False,,Incorrect IMDb ID.,,,,,,
The Intruder,1914,N/A,14 Jan 1914,N/A,"Short, Drama, Romance",Wallace Reid,N/A,"Wallace Reid, Dorothy Davenport, Ed Brady","Much to the delight of the simple old father, his daughter becomes engaged to a big-hearted mountaineer. He builds their hut in the wilderness, and she is happy, though she often dreams of the great world outside. Then comes the i...","None, English",United States,N/A,N/A,N/A,N/A,N/A,tt0004161,movie,N/A,N/A,N/A,N/A,True,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,False,,Incorrect IMDb ID.,,,,,,
Long Shot,2019,R,03 May 2019,125 min,"Comedy, Romance",Jonathan Levine,"Dan Sterling, Liz Hannah","Charlize Theron, Seth Rogen, June Diane Raphael","Journalist, Fred Flarsky, reunites with his childhood crush, Charlotte Field; now one of the most influential women in the world. As she prepares to run for president, Charlotte hires Fred as her speechwriter, and sparks fly.","English, Swedish, French, Vietnamese, Russian, Hebrew","United States, Canada, Colombia",5 wins & 13 nominations total,https://m.media-amazon.com/images/M/MV5BY2E2NDIwMGUtNmFkZC00NDFjLWI5ZWMtMTE1M2E2YTM1OWVlXkEyXkFqcGc@._V1_SX300.jpg,67,6.8,"127,303",tt2139881,movie,N/A,"$30,316,271",N/A,N/A,True,6.8/10,,82%,67/100,,,,
,,,,,,,,,,,,,,,,,,,,,,,False,,Incorrect IMDb ID.,,,,,,
The Intruder,2024,N/A,30 Jan 2025,101 min,Thriller,Jack Brame,Jack Brame,"David Gow, Steve McNair, Monica Bell","A young, paranoid man begins to believe someone is breaking into his house every night.",English,United States,5 wins & 5 nominations total,https://m.media-amazon.com/images/M/MV5BZjViMWRkNDYtZTllMi00ZTNhLTliOTYtMzFjYzlhODUyMGYxXkEyXkFqcGc@._V1_SX300.jpg,N/A,5.0,300,tt32117345,movie,N/A,N/A,N/A,N/A,True,5.0/10,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,False,,Incorrect IMDb ID.,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,False,,Incorrect IMDb ID.,,,,,,
Long Shot,2017,TV-14,29 Sep 2017,40 min,"Documentary, Crime, Sport",Jacob LaMendola,N/A,"Juan Catalan, Alma Oseguera, Todd Melnik","When Juan Catalan is arrested for a murder he didn't commit, he builds his case around raw footage from the popular TV show, Curb Your Enthusiasm (2000).",English,United States,1 win & 3 nominations total,https://m.media-amazon.com/images/M/MV5BYTMyNWMwOWMtYWIzNC00Y2FkLTg1YjUtZDg0NmU0MTYxMTBlXkEyXkFqcGc@._V1_SX300.jpg,N/A,7.4,"9,064",tt7344360,movie,N/A,N/A,N/A,N/A,True,7.4/10,,88%,,,,,
The Intruder,1994,N/A,09 Mar 1994,90 min,"Horror, Thriller",Richard Wolstencroft,Frank Howson,"Tottie Goldsmith, Lachy Hulme, Paul Moder",A couple are terrorised in their own home by a mysterious intruder.,English,Australia,N/A,N/A,N/A,2.5,39,tt0402129,movie,N/A,N/A,N/A,N/A,True,2.5/10,,,,,,,
The Intruder,2019,PG-13,03 May 2019,102 min,"Horror, Thriller",Deon Taylor,David Loughery,"Michael Ealy, Meagan Good, Dennis Quaid","A young married couple buy a beautiful house on several acres of land, only to find out that the man they bought it from refuses to let go of the property.",English,"United States, Canada",N/A,https://m.media-amazon.com/images/M/MV5BNTczMzc4NDY0MF5BMl5BanBnXkFtZTgwMjI3Njg3NjM@._V1_SX300.jpg,39,5.6,"20,016",tt6722030,movie,N/A,"$35,419,122",N/A,N/A,True,5.6/10,,35%,39/100,,,,
Long Shot,1978,N/A,01 Jun 1980,85 min,Drama,Maurice Hatton,"Maurice Hatton, Eoin McCann","Charles Gormley, Neville Smith, Ann Zelda","Filmed around the 1977 Edinburgh Film Festival, Long Shot is a deadpan satire about the trials and tribulations of British independent filmmaking.","English, German",United Kingdom,N/A,https://m.media-amazon.com/images/M/MV5BMjYwZWVmYzctZjk4NS00ZGYzLTg5Y2EtMDZjYjE4Y2VkMjE5XkEyXkFqcGdeQXVyMTk0MjQ3Nzk@._V1_SX300.jpg,N/A,5.8,99,tt0077867,movie,N/A,N/A,N/A,N/A,True,5.8/10,,,,,,,
The Curse of La Llorona,2019,R,19 Apr 2019,93 min,"Horror, Mystery, Thriller",Michael Chaves,"Mikki Daughtry, Tobias Iaconis","Linda Cardellini, Raymond Cruz, Patricia Velasquez","Ignoring the eerie warning of a troubled mother suspected of child endangerment, a social worker and her own small kids are soon drawn into a frightening supernatural realm.","English, Spanish",United States,1 win & 7 nominations total,https://m.media-amazon.com/images/M/MV5BMWFkNjBkYjQtYjQyNC00NDIxLTg3ZDQtNDU3YzRiYWI5NjQyXkEyXkFqcGc@._V1_SX300.jpg,41,5.3,"63,754",tt4913966,movie,N/A,"$54,733,739",N/A,N/A,True,5.3/10,,26%,41/100,,,,
Fast Color,2018,PG-13,19 Apr 2019,100 min,"Drama, Sci-Fi, Thriller",Julia Hart,"Julia Hart, Jordan Horowitz","Gugu Mbatha-Raw, Lorraine Toussaint, Saniyya Sidney","After years in hiding, a woman is forced to go on the run when her superhuman abilities are discovered. Years after having abandoned her family, the only place she has left to hide is home.",English,United States,1 win & 7 nominations total,https://m.media-amazon.com/images/M/MV5BNTRiZGU4YTUtMWM2MS00OTRkLWI5N2ItYTdlZGU4NTFkMjhjXkEyXkFqcGc@._V1_SX300.jpg,64,6.1,"7,280",tt6418778,movie,N/A,"$76,916",N/A,N/A,True,6.1/10,,83%,64/100,,,,
Little Woods,2018,R,19 Apr 2019,105 min,"Crime, Drama, Western",Nia DaCosta,Nia DaCosta,"Tessa Thompson, Lily James, Luke Kirby","In Little Woods North Dakota, two estranged sisters are driven to extremes when their mother dies, leaving them with one week to pay back her mortgage.",English,United States,6 wins & 6 nominations,https://m.media-amazon.com/images/M/MV5BYWEyM2JmNjktYmZmZi00NDRkLWFhOTUtZjI0NzI0NjM4N2RmXkEyXkFqcGc@._V1_SX300.jpg,74,6.2,"4,167",tt6418918,movie,N/A,"$150,010",N/A,N/A,True,6.2/10,,95%,74/100,,,,
Under the Silver Lake,2018,R,19 Apr 2019,139 min,"Crime, Horror, Mystery",David Robert Mitchell,David Robert Mitchell,"Andrew Garfield, Riley Keough, Topher Grace","Sam, a disenchanted young man, finds a mysterious woman swimming in his apartment's pool one night. The next morning, she disappears. Sam sets off across LA to find her, and along the way he uncovers a conspiracy far more bizarre.",English,United States,3 wins & 9 nominations total,https://m.media-amazon.com/images/M/MV5BMTMzN2JkZDAtYjgyMy00M2QxLWE2NWItNTEyZGVlNTgyYTViXkEyXkFqcGc@._V1_SX300.jpg,60,6.5,"57,801",tt5691670,movie,N/A,"$46,083",N/A,N/A,True,6.5/10,,58%,60/100,,,,
Breakthrough,1950,Approved,27 Jul 1951,91 min,"Drama, War",Lewis Seiler,"Joseph Breen, Bernard Girard, Ted Sherdeman","David Brian, John Agar, Frank Lovejoy","An American infantry unit, from its pre-invasion training to combat in Europe.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BYjliZTQ5NDctODE2Ni00ZTIyLWJjODQtNzNjNzg5YmYzZWIwXkEyXkFqcGc@._V1_SX300.jpg,N/A,6.7,462,tt0042282,movie,N/A,N/A,N/A,N/A,True,6.7/10,,,,,,,
Breakthrough,2019,PG,17 Apr 2019,116 min,"Biography, Drama",Roxann Dawson,"Joyce Smith, Grant Nieporte","Marcel Ruiz, Topher Grace, Sarah Constible","When her 14-year-old son drowns in a lake, a faithful mother prays for him to come back from the brink of death and be healed.",English,"United States, Canada",Nominated for 1 Oscar. 2 wins & 11 nominations total,https://m.media-amazon.com/images/M/MV5BNmU1NWU3MWYtMWIzZC00YzgwLWI3ODktZGYyNzJmNTIwZDgxXkEyXkFqcGc@._V1_SX300.jpg,46,6.3,"11,613",tt7083526,movie,N/A,"$40,713,082",N/A,N/A,True,6.3/10,,60%,46/100,,,,
,,,,,,,,,,,,,,,,,,,,,,,False,,Incorrect IMDb ID.,,,,,,
Little,2019,PG-13,12 Apr 2019,109 min,"Comedy, Fantasy, Romance",Tina Gordon,"Tracy Oliver, Tina Gordon","Regina Hall, Issa Rae, Marsai Martin",A woman is transformed into her younger self at a point in her life when the pressures of adulthood become too much to bear.,English,"China, United States",3 wins & 6 nominations total,https://m.media-amazon.com/images/M/MV5BMTU2NDYwNzkzMV5BMl5BanBnXkFtZTgwNjAyMjMxNzM@._V1_SX300.jpg,49,5.6,"15,655",tt8085790,movie,N/A,"$40,860,481",N/A,N/A,True,5.6/10,,46%,49/100,,,,
Red Joan,2018,R,19 Apr 2019,101 min,"Biography, Drama, History",Trevor Nunn,"Lindsay Shapero, Jennie Rooney","Judi Dench, Sophie Cookson, Stephen Campbell Moore","The story of Joan Stanley, who was exposed as the K.G.B.'s longest-serving British spy.",English,United Kingdom,N/A,https://m.media-amazon.com/images/M/MV5BZGE0NWM0ZjQtNDRhYi00M2E0LWE2ZGYtN2ZjY2UyMWUzMDM5XkEyXkFqcGc@._V1_SX300.jpg,45,6.4,"14,828",tt7615302,movie,N/A,"$1,579,730",N/A,N/A,True,6.4/10,,30%,45/100,,,,
Little,2018,N/A,04 Sep 2018,12 min,"Short, Horror",Brittany Brock,Brittany Brock,"Mary Grace Copeland, Nico Ford","An unexpected meeting turns dangerous as two children navigate the desolate, wooded terrain of their developing town.",English,United States,N/A,N/A,N/A,N/A,N/A,tt9866252,movie,N/A,N/A,N/A,N/A,True,,,,,,,,
Jim Allison: Breakthrough,2019,PG-13,27 Sep 2019,90 min,Documentary,Bill Haney,Bill Haney,"Jim Allison, Sharon Belvin, Eric Benson",Renegade Texan scientist Jim Allison devotes his life work to find a cure for cancer after the disease takes the life of his mother.,English,United States,8 wins & 7 nominations,https://m.media-amazon.com/images/M/MV5BZjhhZGI5NzQtNGJiNy00ZmUwLWE1NGItOWQ0YzRlODc0YjYzXkEyXkFqcGc@._V1_SX300.jpg,71,7.6,236,tt9617570,movie,N/A,"$87,984",N/A,N/A,True,7.6/10,,60%,71/100,,,,
Hellboy,2019,R,12 Apr 2019,120 min,"Action, Adventure, Fantasy",Neil Marshall,"Andrew Cosby, Mike Mignola","David Harbour, Milla Jovovich, Ian McShane","Caught between the worlds of the supernatural and human, Hellboy battles an ancient sorceress bent on revenge.","English, Spanish, Russian, German","United States, United Kingdom, Bulgaria, Canada, Portugal, France",1 win & 8 nominations total,https://m.media-amazon.com/images/M/MV5BZjI1Yzc0M2MtZjc5Ny00ZDU0LWE3NzEtOWY5ODk2MzdhZThjXkEyXkFqcGc@._V1_SX300.jpg,31,5.3,"105,623",tt2274648,movie,N/A,"$21,903,748",N/A,N/A,True,5.3/10,,17%,31/100,,,,
